customerID,MonthlyCharges,Contract,InternetService,Churn
1676-MQAOA,75.1,Two year,DSL,No
0786-IVLAW,108.1,One year,Fiber optic,No
7566-DSRLQ,110.15,Two year,Fiber optic,No
0643-OKLRP,80.35,Month-to-month,Fiber optic,Yes
7245-JMTTQ,111.5,One year,Fiber optic,No
6050-IJRHS,106.5,One year,Fiber optic,No
6202-JVYEU,19.9,One year,No,No
8591-TKMZH,111.1,Two year,Fiber optic,No
0734-OXWBT,70.7,Month-to-month,DSL,No
4282-ACRXS,24.85,Month-to-month,DSL,No
0365-TRTPY,91.2,Month-to-month,Fiber optic,No
7349-ALMUX,65.6,Two year,DSL,No
9381-NDKME,40.65,Month-to-month,DSL,Yes
6502-KUGLL,59.45,Month-to-month,DSL,No
1841-YSJGV,109.95,Two year,Fiber optic,No
2794-XIMMO,60.45,One year,DSL,Yes
8382-SHQEH,84.9,Month-to-month,Fiber optic,Yes
3511-BFTJW,38.5,Two year,DSL,No
7668-XCFYV,92.55,Month-to-month,Fiber optic,No
2983-ZANRP,73.55,Month-to-month,Fiber optic,Yes
7845-URHJN,20.15,Month-to-month,No,Yes
3034-ZBEQN,34.7,One year,DSL,Yes
5018-HEKFO,24.5,Month-to-month,No,No
2923-ARZLG,19.7,One year,No,No
3976-NLDEZ,20.6,Month-to-month,No,No
2282-YGNOR,58,One year,DSL,No
5336-UFNZP,107.45,One year,Fiber optic,No
6854-EXGSF,65.5,Month-to-month,DSL,No
1241-EZFMJ,25.45,Two year,No,No
9233-PSYHO,100.15,One year,Fiber optic,No
5376-PCKNB,104.45,One year,Fiber optic,No
8044-BGWPI,21.15,Month-to-month,No,No
4060-LDNLU,96.2,Month-to-month,Fiber optic,No
3589-PPVKW,44.4,Month-to-month,DSL,No
8327-LZKAS,107.55,One year,Fiber optic,Yes
5887-IKKYO,94.35,Two year,Fiber optic,No
1075-BGWOH,98.75,Month-to-month,Fiber optic,Yes
1755-RMCXH,20.3,Month-to-month,No,No
0302-JOIVN,101.15,Month-to-month,Fiber optic,Yes
3858-XHYJO,105.75,One year,Fiber optic,No
4299-SIMNS,81.15,Month-to-month,Fiber optic,No
7025-IWFHT,89.55,One year,Fiber optic,No
6261-LHRTG,54.75,Month-to-month,DSL,No
7841-FCRQD,53.75,One year,DSL,No
2056-EVGZL,105.75,One year,Fiber optic,No
8777-MBMTS,105.85,Two year,Fiber optic,No
7753-USQYQ,64.2,One year,DSL,No
5366-IJEQJ,88.7,Month-to-month,Fiber optic,Yes
7661-CPURM,87.7,One year,Fiber optic,No
6233-HXJMX,89.3,Month-to-month,Fiber optic,No
5902-WBLSE,20.15,Two year,No,No
1981-INRFU,79.75,Month-to-month,Fiber optic,Yes
4971-PUYQO,94.55,Month-to-month,Fiber optic,Yes
3239-TPHPZ,20.05,Two year,No,No
5115-GZDEL,67.2,Two year,DSL,No
3338-CVVEH,94.55,Month-to-month,Fiber optic,No
8485-GJCDN,69.05,Month-to-month,Fiber optic,Yes
2615-YVMYX,107.5,Month-to-month,Fiber optic,No
2851-STERV,73,One year,DSL,No
4393-GEADV,114.75,Two year,Fiber optic,No
8486-AYEQH,76.05,Month-to-month,Fiber optic,No
1527-SXDPN,96.25,Two year,Fiber optic,Yes
6029-WTIPC,101.1,Month-to-month,Fiber optic,Yes
8634-CILSZ,104.7,One year,Fiber optic,Yes
5419-JKZNQ,77.9,Month-to-month,Fiber optic,No
2495-KZNFB,90.65,Month-to-month,Fiber optic,No
1409-PHXTF,110.45,Two year,Fiber optic,No
4560-WQAQW,68.7,One year,DSL,No
9591-YVTEB,44.85,Month-to-month,DSL,No
9309-BZGNT,29.8,One year,DSL,No
4274-DRSQT,88.9,One year,Fiber optic,No
2027-DNKIV,58.75,One year,DSL,No
8075-GXIUB,19.85,One year,No,No
2885-HIJDH,86.9,Two year,DSL,No
5424-RLQLC,59.65,Month-to-month,DSL,No
6682-QJDGB,55.25,Month-to-month,DSL,Yes
6507-DTJZV,66.4,Month-to-month,DSL,No
8780-IXSTS,90.1,Month-to-month,Fiber optic,Yes
7673-BQGKU,20.15,Two year,No,No
6723-WSNTY,108.1,One year,Fiber optic,No
9530-EHPOH,53.75,Month-to-month,DSL,Yes
2725-IWWBA,56.9,One year,DSL,No
0345-HKJVM,89.3,Month-to-month,Fiber optic,Yes
1061-PNTHC,109.6,Month-to-month,Fiber optic,No
0394-YONDK,25.15,Two year,No,No
6574-MCOEH,79.15,One year,DSL,No
7399-QHBJS,66.75,Two year,DSL,No
3049-SOLAY,95.2,Month-to-month,Fiber optic,Yes
0997-YTLNY,48.8,Month-to-month,DSL,No
3317-HRTNN,45.7,Month-to-month,DSL,Yes
9479-HYNYL,80.7,Two year,DSL,No
3235-ETOOB,74.5,Month-to-month,Fiber optic,Yes
9708-KFDBY,20.55,Month-to-month,No,No
8058-INTPH,79.65,Month-to-month,Fiber optic,Yes
3642-GKTCT,115.1,One year,Fiber optic,No
0774-RMNUW,59.7,Two year,DSL,No
1334-PDUKM,86.45,One year,Fiber optic,No
0756-MPZRL,33.7,One year,DSL,No
2242-MFOTG,80.1,One year,Fiber optic,No
2927-CVULT,104.05,Two year,Fiber optic,No
2144-BFDSO,108.75,Month-to-month,Fiber optic,No
8745-PVESG,41.1,One year,DSL,No
7647-GYYKX,20.35,Two year,No,No
5647-FXOTP,105.9,Month-to-month,Fiber optic,No
5569-OUICF,101.3,Month-to-month,Fiber optic,Yes
8821-XNHVZ,80.05,Month-to-month,Fiber optic,Yes
2082-OJVTK,89.2,Month-to-month,Fiber optic,Yes
9700-ISPUP,65.5,Month-to-month,DSL,No
9839-ETQOE,40.45,Month-to-month,DSL,No
6078-VESFR,70.45,Month-to-month,Fiber optic,No
9027-TMATR,78.8,Two year,DSL,No
5940-NFXKV,83.65,Month-to-month,Fiber optic,Yes
1941-HOSAM,90.1,Month-to-month,Fiber optic,No
9110-HSGTV,82.45,Two year,DSL,No
0704-VCUMB,20.25,Two year,No,No
6171-ZTVYB,66.25,Month-to-month,DSL,No
8053-WWDRO,19.5,Month-to-month,No,Yes
9564-KCLHR,51.25,Month-to-month,DSL,Yes
1935-IMVBB,89.7,Month-to-month,Fiber optic,No
2535-PBCGC,64.55,Two year,DSL,No
2082-CEFLT,45.6,Month-to-month,DSL,Yes
1470-PSXNM,93.65,One year,Fiber optic,No
1213-NGCUN,49.65,Month-to-month,DSL,Yes
2498-XLDZR,73.6,Two year,DSL,No
9866-OCCKE,109.75,Two year,Fiber optic,No
5338-YHWYT,61.45,Two year,DSL,No
7718-UPSKJ,106.4,One year,Fiber optic,No
8731-WBBMB,81.9,Month-to-month,DSL,No
1448-CYWKC,105.2,One year,Fiber optic,No
7901-IIDQV,54.6,One year,DSL,No
2690-DVRVK,20.55,One year,No,No
5688-KZTSN,20,Month-to-month,No,Yes
1270-XKUCC,19.7,Two year,No,No
0334-ZFJSR,66.05,One year,DSL,No
2894-QOJRX,34,Month-to-month,DSL,Yes
5747-PMBSQ,92.5,Month-to-month,Fiber optic,Yes
5583-EJXRD,54.05,Two year,DSL,No
4565-EVZMJ,58.9,One year,DSL,No
3143-JQEGI,88.35,Month-to-month,Fiber optic,Yes
6386-SZZKH,107.95,Two year,Fiber optic,Yes
3327-YBAKM,96.9,One year,Fiber optic,No
9441-QHEVC,19.1,Month-to-month,No,No
6705-LNMDD,50,Month-to-month,DSL,No
2580-ASVVY,45.4,Two year,DSL,No
3370-GQEAL,85.45,Month-to-month,Fiber optic,No
5032-USPKF,84.1,One year,DSL,No
2982-IHMFT,74.45,Month-to-month,Fiber optic,Yes
3521-SYVOR,64.75,Month-to-month,DSL,Yes
4254-QPEDE,66.25,Two year,DSL,No
6283-GITPX,76.9,Two year,DSL,No
9526-JAWYF,89.8,Month-to-month,Fiber optic,Yes
0771-CHWSK,74.6,Two year,DSL,No
9788-HNGUT,116.95,Two year,Fiber optic,No
9495-REDIY,40.65,One year,DSL,No
5375-XLDOF,114.35,Two year,Fiber optic,No
1172-VIYBP,69.7,Two year,DSL,No
5649-VUKMC,95.5,One year,Fiber optic,Yes
6559-PDZLR,98.65,Month-to-month,Fiber optic,No
8992-OBVDG,61.65,Month-to-month,DSL,No
4273-MBHYA,89.35,Month-to-month,Fiber optic,No
4724-WXVWF,95.4,Month-to-month,Fiber optic,No
5701-GUXDC,35.4,One year,DSL,No
1460-UZPRJ,19.95,Two year,No,No
6082-GLJIX,19.25,Month-to-month,No,No
5143-EGQFK,29.65,Month-to-month,DSL,Yes
4919-IKATY,84.5,Month-to-month,Fiber optic,Yes
2495-TTHBQ,20.4,One year,No,No
0485-ZBSLN,24.75,Two year,No,No
3810-PJUHR,25.35,Two year,No,No
9050-QLROH,90.7,Month-to-month,Fiber optic,Yes
0847-HGRML,20,Two year,No,No
8232-CTLKO,59.75,Two year,DSL,No
9227-YBAXE,82.5,Two year,DSL,No
6168-WFVVF,70.3,Month-to-month,Fiber optic,Yes
9860-LISIZ,20.35,Month-to-month,No,No
0112-QAWRZ,90.8,Month-to-month,Fiber optic,No
0877-SDMBN,103.95,One year,Fiber optic,Yes
2786-GCDPI,104.95,Month-to-month,Fiber optic,No
4043-MKDTV,105.25,Two year,Fiber optic,No
8065-YKXKD,74.75,Month-to-month,Fiber optic,Yes
9637-EIHEQ,50.8,Month-to-month,DSL,Yes
9229-RQABD,23.75,One year,No,No
8313-KTIHG,61.3,Month-to-month,DSL,No
5320-BRKGK,75.8,Two year,DSL,No
6284-KMNUF,98,One year,Fiber optic,No
9689-PTNPG,80.25,Month-to-month,Fiber optic,Yes
9465-RWMXL,78.9,Month-to-month,Fiber optic,Yes
6229-UOLQL,52,One year,DSL,No
2362-IBOOY,84.75,Month-to-month,Fiber optic,Yes
3137-LUPIX,64.4,Month-to-month,DSL,No
0843-WTBXE,85.45,Month-to-month,Fiber optic,Yes
6143-JQKEA,45.8,Month-to-month,DSL,No
8676-OOQEJ,30.5,Month-to-month,DSL,No
5515-IDEJJ,19.9,Month-to-month,No,Yes
9701-CDXHR,69.15,Month-to-month,Fiber optic,No
7450-NWRTR,99.45,Month-to-month,Fiber optic,Yes
8124-NZVGJ,49.25,One year,DSL,No
2162-FRZAA,39.35,Two year,DSL,No
5376-DEQCP,70.6,Month-to-month,Fiber optic,Yes
5118-MUEYH,105.1,Month-to-month,Fiber optic,No
9095-HFAFX,81,Month-to-month,Fiber optic,Yes
5627-TVBPP,20.1,One year,No,No
2379-ENZGV,84.85,Month-to-month,Fiber optic,Yes
3936-QQFLL,19.75,Month-to-month,No,No
2589-AYCRP,19.75,One year,No,No
4067-HLYQI,70.4,Month-to-month,Fiber optic,No
5124-EOGYE,20.45,Two year,No,No
5057-RKGLH,20.35,Two year,No,No
0292-WEGCH,86.2,Month-to-month,DSL,No
8910-ICHIU,95.65,One year,Fiber optic,No
4097-YODCF,103.8,One year,Fiber optic,No
9715-WZCLW,97.2,Two year,Fiber optic,No
9786-YWNHU,63.55,Two year,DSL,No
6407-GSJNL,24.95,Two year,No,No
6005-OBZPH,89.15,Month-to-month,Fiber optic,Yes
4049-ZPALD,99,Two year,Fiber optic,No
7932-WPTDS,24.8,Month-to-month,DSL,Yes
3733-UOCWF,85.55,One year,Fiber optic,No
6833-JMZYP,94,Month-to-month,Fiber optic,No
2722-VOJQL,105.65,One year,Fiber optic,Yes
1310-QRITU,50.3,Month-to-month,DSL,No
8961-QDZZJ,95,One year,Fiber optic,No
9715-SBVSU,61.4,Two year,DSL,No
8490-BXHEO,80.55,Month-to-month,Fiber optic,No
7173-TETGO,78.5,Two year,Fiber optic,No
7929-SKFGK,114.3,Two year,Fiber optic,No
2300-RQGOI,20.05,Two year,No,No
3563-SVYLG,62.65,Two year,DSL,No
5228-EXCET,80.85,Month-to-month,Fiber optic,Yes
6435-VWCCY,92.7,Two year,Fiber optic,No
4998-IKFSE,100.45,Month-to-month,Fiber optic,No
8630-QSGXK,75.2,Two year,DSL,No
2455-USLMV,84.75,Month-to-month,Fiber optic,No
7394-FKDNK,89.45,Month-to-month,Fiber optic,Yes
9488-FVZCC,79.5,Two year,DSL,No
6331-LWDTQ,72.15,Month-to-month,DSL,Yes
5995-WWKKG,19.8,One year,No,No
1597-FZREH,76.4,Month-to-month,DSL,Yes
7879-CGSFV,100.9,One year,Fiber optic,No
9921-EZKBY,95.3,Month-to-month,Fiber optic,No
7432-FFVAR,90.95,One year,Fiber optic,No
7246-ZGQDF,54.5,Month-to-month,DSL,No
7000-WCEVQ,61.6,Month-to-month,DSL,Yes
0727-IWKVK,79.9,Month-to-month,Fiber optic,Yes
5959-BELXA,96.15,Month-to-month,Fiber optic,Yes
4456-RHSNB,49.6,Month-to-month,DSL,No
3512-IZIKN,65.3,Two year,DSL,Yes
2481-SBOYW,25,Two year,No,No
7109-MFBYV,45.45,Month-to-month,DSL,No
1833-TCXKK,107.75,Month-to-month,Fiber optic,No
1832-PEUTS,89.1,Two year,Fiber optic,No
6141-OOXUQ,19.65,Month-to-month,No,Yes
8660-BUETV,44.75,Month-to-month,DSL,No
0580-PIQHM,101.6,One year,Fiber optic,No
5696-CEIQJ,103.15,Two year,Fiber optic,No
7503-ZGUZJ,84.65,Month-to-month,Fiber optic,Yes
1696-HXOWK,95.65,One year,Fiber optic,No
3026-ATZYV,75.1,One year,DSL,No
4012-YCFAI,61.35,Two year,DSL,No
2506-TNFCO,69.55,Month-to-month,Fiber optic,Yes
9970-QBCDA,19.7,Month-to-month,No,No
8718-PTMEZ,31.05,Month-to-month,DSL,Yes
9496-IVVRP,51,Month-to-month,DSL,No
2207-OBZNX,51,Month-to-month,DSL,Yes
2657-VPXTA,88.85,Month-to-month,Fiber optic,No
6551-VLJMV,20.05,Two year,No,No
1221-GHZEP,65.1,Two year,DSL,No
9289-LBQVU,70.15,One year,DSL,No
6142-VSJQO,44.35,Month-to-month,DSL,Yes
3458-IDMFK,20.75,Two year,No,No
6933-FHBZC,56.05,One year,DSL,No
0221-NAUXK,19.95,One year,No,No
9770-KXGQU,98.6,One year,Fiber optic,No
6437-UKHMV,79.7,Month-to-month,Fiber optic,Yes
6538-POCHL,79,Month-to-month,Fiber optic,No
6726-NNFWD,89.45,Two year,Fiber optic,No
3002-WQZWT,74.2,Month-to-month,Fiber optic,No
4277-UDIEF,81,Month-to-month,DSL,No
1208-NBVFH,49.6,Month-to-month,DSL,No
4912-PIGUY,84.6,Month-to-month,Fiber optic,No
1114-CENIM,55,Month-to-month,DSL,Yes
6060-DRTNL,84.85,Month-to-month,Fiber optic,Yes
2725-TTRIQ,84.2,Two year,DSL,No
3374-TTZTK,106.3,Two year,Fiber optic,No
8990-ZXLSU,69.05,Month-to-month,Fiber optic,No
2275-RBYQS,45.4,Month-to-month,DSL,No
8473-VUVJN,73.65,Month-to-month,Fiber optic,Yes
6289-CPNLD,73.9,One year,DSL,Yes
5536-SLHPM,77.75,Month-to-month,Fiber optic,Yes
4419-UJMUS,99.35,Two year,Fiber optic,No
7794-JASDG,50.75,Month-to-month,DSL,No
7609-YBPXG,87.1,Two year,DSL,No
5519-TEEUH,20.15,One year,No,No
7856-GANIL,98.7,One year,Fiber optic,No
0804-XBFBV,25.2,Month-to-month,DSL,No
2676-OXPPQ,55.7,Month-to-month,DSL,No
3703-TTEPD,65.35,Month-to-month,DSL,No
2799-TSLAG,25.3,Two year,No,No
0196-VULGZ,84.35,Month-to-month,Fiber optic,Yes
8837-VVWLQ,84.95,Month-to-month,Fiber optic,Yes
2696-NARTR,73.85,Month-to-month,Fiber optic,Yes
2208-NKVVH,24.25,Two year,No,No
7614-QVWQL,51.8,One year,DSL,Yes
1976-CFOCS,46,Month-to-month,DSL,Yes
4631-OACRM,79.4,Month-to-month,Fiber optic,Yes
7139-JZFVG,60.5,Two year,DSL,No
4987-GQWPO,25.1,Month-to-month,DSL,No
3755-JBMNH,71.8,Month-to-month,Fiber optic,Yes
1757-TCATG,20.05,One year,No,No
6345-ULYRW,88.4,One year,Fiber optic,Yes
4776-XSKYQ,30.25,One year,DSL,No
8048-DSDFQ,20.2,Month-to-month,No,No
5753-QQWPW,59.9,One year,DSL,No
6010-DDPPW,25.15,Two year,No,No
1809-DMJHQ,46,Month-to-month,DSL,Yes
6693-FRIRW,101.3,Month-to-month,Fiber optic,No
6586-MYGKD,76.95,Two year,DSL,No
3173-NVMPX,55.3,Month-to-month,DSL,No
0248-PGHBZ,92.45,Two year,Fiber optic,No
0623-GDISB,48.45,Month-to-month,DSL,No
2892-GESUL,19.35,Two year,No,No
6923-EFPNL,51.75,Month-to-month,DSL,Yes
7472-EQOAV,86.7,One year,Fiber optic,No
9574-RKJIF,94.4,Month-to-month,Fiber optic,Yes
2043-WVTQJ,55.7,Month-to-month,DSL,No
8034-RYTVV,84.25,One year,Fiber optic,No
3863-QSTYI,64.65,Month-to-month,DSL,No
2619-WFQWU,70.15,Month-to-month,Fiber optic,Yes
5044-LRQAQ,69.2,Month-to-month,Fiber optic,No
1716-LSAMB,54.65,Two year,DSL,No
1333-PBMXB,24.75,One year,No,No
6546-OPBBH,23.95,One year,No,No
5985-BEHZK,105,One year,Fiber optic,No
9127-QRZMH,59.85,One year,DSL,No
5919-VCZYM,20.05,Month-to-month,No,No
9644-KVCNC,92.15,One year,Fiber optic,No
2137-DQMEV,44.8,One year,DSL,No
8174-LNWMW,20.9,Two year,No,No
9279-CJEOJ,95.4,Month-to-month,Fiber optic,No
7964-VEXDG,80.35,Month-to-month,Fiber optic,No
2404-JIBFC,85.1,Two year,DSL,No
0778-NELLA,34.7,Month-to-month,DSL,Yes
8029-XYPWT,115.05,Two year,Fiber optic,No
4614-NUVZD,81.1,Month-to-month,Fiber optic,Yes
4632-PAOYU,19.95,One year,No,No
3803-KMQFW,20.55,Month-to-month,No,Yes
6804-GDMOI,106.6,Two year,Fiber optic,Yes
2990-OGYTD,86.15,Two year,DSL,No
6646-JPPHA,78.85,Month-to-month,Fiber optic,No
9572-MTILT,106.75,Month-to-month,Fiber optic,Yes
7658-UYUQS,86.55,Month-to-month,Fiber optic,No
7880-XSOJX,42.4,Month-to-month,DSL,No
9611-CTWIH,89.45,Month-to-month,Fiber optic,Yes
4589-IUAJB,24.25,Two year,No,No
0329-GTIAJ,97.9,Month-to-month,Fiber optic,Yes
8746-BFOAJ,20.5,One year,No,No
8457-XIGKN,19.6,Month-to-month,No,No
6072-NUQCB,20.25,One year,No,No
6629-CZTTH,55.7,Month-to-month,DSL,Yes
8838-GPHZP,20.6,Two year,No,No
8750-QWZAJ,19.8,Two year,No,No
5364-EVNIB,79.8,Month-to-month,Fiber optic,Yes
6918-UMQCG,80.2,Month-to-month,Fiber optic,No
0675-NCDYU,116.4,Two year,Fiber optic,No
6339-DKLMK,31.65,Month-to-month,DSL,No
1346-PJWTK,94.15,Month-to-month,Fiber optic,No
5088-QZLRL,20.65,Month-to-month,No,No
8023-QHAIO,76.85,Month-to-month,Fiber optic,No
4397-FRLTA,20.15,Month-to-month,No,No
3057-VJJQE,55.25,Two year,DSL,No
5087-SUURX,39.05,Month-to-month,DSL,Yes
2302-OUZXB,82.15,Two year,DSL,No
8133-ANHHJ,103,One year,Fiber optic,No
2270-CHBFN,95.1,Month-to-month,Fiber optic,No
0013-EXCHZ,83.9,Month-to-month,Fiber optic,Yes
5982-FPVQN,95.15,Month-to-month,Fiber optic,No
9107-UKCKY,79.8,One year,DSL,No
4654-ULTTN,74.8,Two year,DSL,No
5550-VFRLC,69.85,Month-to-month,Fiber optic,Yes
5546-BYZSM,20.45,Month-to-month,No,No
1492-KGETH,78.35,One year,DSL,No
4929-BSTRX,53.55,Month-to-month,DSL,Yes
4163-HFTUK,19.1,One year,No,No
8215-NGSPE,20,Two year,No,No
2225-ZRGSG,93.9,Two year,Fiber optic,Yes
8859-YSTWS,19.95,One year,No,No
5271-YNWVR,113.15,Two year,Fiber optic,Yes
7601-DHFWZ,24,Two year,No,No
2657-ALMWY,84.95,Month-to-month,Fiber optic,Yes
6330-JKLPC,80.5,Month-to-month,Fiber optic,Yes
4667-OHGKG,19.3,Month-to-month,No,Yes
1998-VHJHK,19.15,One year,No,No
1707-HABPF,91.3,One year,Fiber optic,No
1660-HSOOQ,49.65,Month-to-month,DSL,Yes
7253-UVNDW,54.35,Two year,DSL,Yes
0487-VVUVK,19.15,Month-to-month,No,No
7228-OMTPN,88.45,Month-to-month,Fiber optic,Yes
5063-IUOKK,19.75,Two year,No,No
4508-OEBEY,75.5,One year,DSL,No
0027-KWYKW,83.75,Month-to-month,Fiber optic,No
2308-STERM,19.4,Month-to-month,No,No
5982-XMDEX,26.5,Two year,No,No
6284-AHOOQ,90.5,Month-to-month,Fiber optic,Yes
6051-PTVNS,19.15,One year,No,No
2344-JMOGN,94.85,Month-to-month,Fiber optic,Yes
3799-ISUZQ,69.95,Month-to-month,Fiber optic,Yes
2877-VDUER,40.9,One year,DSL,No
9152-AMKAK,80.25,Two year,DSL,No
1794-HBQTJ,48.6,Month-to-month,DSL,Yes
9432-VOFYX,70.8,Month-to-month,Fiber optic,No
8049-WJCLQ,60.2,Month-to-month,DSL,No
6586-PSJOX,55.2,One year,DSL,No
2460-FPSYH,55.8,Month-to-month,DSL,Yes
9705-ZJBCG,54.15,One year,DSL,No
4818-DRBQT,80.15,Month-to-month,Fiber optic,Yes
1320-HTRDR,75.5,Month-to-month,Fiber optic,Yes
6847-KJLTS,100.4,Month-to-month,Fiber optic,No
9670-BPNXF,62.55,One year,DSL,No
3913-FCUUW,70.45,Two year,DSL,No
3301-VKTGC,85.5,One year,Fiber optic,No
1493-AMTIE,20.2,Month-to-month,No,Yes
9555-SAHUZ,54.5,Month-to-month,DSL,No
0816-TSPHQ,20.75,Month-to-month,No,No
9932-WBWIK,20.35,Month-to-month,No,No
4619-EVPHY,91,One year,Fiber optic,No
5286-YHCVC,104.8,Two year,Fiber optic,No
6424-ELEYH,74.75,Month-to-month,Fiber optic,Yes
4391-RESHN,104.05,Month-to-month,Fiber optic,Yes
9115-YQHGA,51.1,Month-to-month,DSL,No
4462-CYWMH,89.8,Month-to-month,Fiber optic,No
8963-MQVYN,20.55,Month-to-month,No,No
2458-EOMRE,64.05,Month-to-month,DSL,No
9334-GWGOW,74.85,Month-to-month,Fiber optic,No
6821-BUXUX,96.65,Month-to-month,Fiber optic,Yes
5028-HTLJB,20.05,Month-to-month,No,Yes
9801-GDWGV,103.45,Month-to-month,Fiber optic,Yes
6542-LWGXJ,25,Month-to-month,DSL,No
5567-GZKQY,20.3,Two year,No,No
1222-LRYKO,26.35,Month-to-month,No,No
2320-JRSDE,19.9,Month-to-month,No,Yes
2087-QAREY,54.7,Month-to-month,DSL,No
0601-WZHJF,46.35,Month-to-month,DSL,Yes
4423-JWZJN,90.25,One year,Fiber optic,No
5143-WMWOG,19.95,Month-to-month,No,Yes
6490-FGZAT,20.65,Month-to-month,No,No
5393-RXQSZ,79.6,Month-to-month,Fiber optic,Yes
7452-FOLON,25.45,One year,No,No
2320-TZRRH,19.5,One year,No,No
0231-LXVAP,75.9,Month-to-month,Fiber optic,Yes
9444-JTXHZ,76.2,Month-to-month,Fiber optic,Yes
4942-VZZOM,66.15,One year,DSL,No
5510-BOIUJ,19.25,Month-to-month,No,Yes
7502-BNYGS,69.1,Month-to-month,DSL,No
4291-HYEBC,39.1,One year,DSL,No
6147-CBCRA,20.05,Month-to-month,No,No
6047-SUHPR,59.8,One year,DSL,No
4471-KXAUH,84.3,Month-to-month,Fiber optic,Yes
9752-ZNQUT,48.6,Month-to-month,DSL,No
7638-QVMVY,79,Month-to-month,Fiber optic,Yes
1576-PFZIW,105.35,Two year,Fiber optic,No
5666-MBJPT,25.1,Two year,No,No
7312-XSBAT,49.75,Month-to-month,DSL,No
3096-GKWEB,94.75,Month-to-month,Fiber optic,No
2371-JQHZZ,93,Month-to-month,Fiber optic,No
0674-GCDXG,71.9,Two year,DSL,No
1121-QSIVB,77.55,One year,DSL,No
4396-KLSEH,19.85,Month-to-month,No,No
3244-DCJWY,70.25,Month-to-month,Fiber optic,Yes
2824-MYYBN,95.25,Month-to-month,Fiber optic,No
0875-CABNR,84.6,Month-to-month,Fiber optic,Yes
6345-HOVES,25.05,Month-to-month,DSL,No
8318-LCNBW,53.15,One year,DSL,No
6469-QJKZW,20.15,Month-to-month,No,No
0147-ESWWR,101.25,Month-to-month,Fiber optic,No
1217-VASWC,100.55,One year,Fiber optic,No
7812-FZHPE,24.1,Month-to-month,No,Yes
6370-ZVHDV,25.3,Two year,No,No
5915-DGNVC,71.8,One year,DSL,No
6260-XLACS,19.7,One year,No,No
3566-CAAYU,49.85,Two year,DSL,No
4983-CCWMC,69.6,Month-to-month,Fiber optic,No
9103-CXVOK,19.75,Month-to-month,No,No
2896-TBNBE,80.8,One year,Fiber optic,No
4797-AXPXK,60,Month-to-month,DSL,Yes
5229-PRWKT,86.55,Month-to-month,Fiber optic,Yes
6982-UQZLY,20.85,Month-to-month,No,Yes
2522-WLNSF,64.2,One year,DSL,No
3841-CONLJ,35,Month-to-month,DSL,No
5057-LCOUI,50.75,Month-to-month,DSL,Yes
0193-ESZXP,105.5,One year,Fiber optic,Yes
4475-NVTLU,19.2,Two year,No,No
4369-HTUIF,85.15,Month-to-month,Fiber optic,Yes
9386-LDCZR,90.65,One year,Fiber optic,No
9585-KKMFD,20,Two year,No,No
5399-ZIMKF,74.65,Month-to-month,Fiber optic,No
0336-KXKFK,61.2,Two year,DSL,No
5619-XZZKR,19.95,One year,No,No
3948-FVVRP,54.8,Month-to-month,DSL,No
5327-XOKKY,73.45,Two year,DSL,No
0983-TATYJ,51.45,One year,DSL,No
1813-JYWTO,80.45,Two year,Fiber optic,No
0156-FVPTA,54.2,Month-to-month,DSL,Yes
1984-FCOWB,109.5,One year,Fiber optic,Yes
0654-HMSHN,104.4,Month-to-month,Fiber optic,Yes
6719-OXYBR,85.3,Month-to-month,Fiber optic,No
3312-ZWLGF,79.3,Month-to-month,Fiber optic,No
6476-YHMGA,76.5,Month-to-month,DSL,No
5287-QWLKY,105.1,Month-to-month,Fiber optic,Yes
0795-XCCTE,25.4,Two year,No,No
0168-XZKBB,86.85,Month-to-month,Fiber optic,No
3785-NRHYR,19.65,Month-to-month,No,No
5196-SGOAK,75.7,Month-to-month,Fiber optic,Yes
4537-DKTAL,45.55,Month-to-month,DSL,No
7072-MBHEV,78.1,Month-to-month,Fiber optic,No
5602-BVFMK,19.3,One year,No,No
6297-NOOPG,110.5,Two year,Fiber optic,No
1891-UAWWU,90.8,Month-to-month,Fiber optic,Yes
8204-TIFGJ,20.3,Month-to-month,No,No
8050-DVOJX,81.35,Two year,DSL,No
6108-OQZDQ,97.95,Month-to-month,Fiber optic,Yes
0363-QJVFX,108.15,Month-to-month,Fiber optic,Yes
8903-XEBGX,55.3,Month-to-month,DSL,No
8169-SAEJD,56.55,Two year,DSL,No
9840-DVNDC,80.5,Month-to-month,Fiber optic,Yes
1089-XZWHH,19.7,Two year,No,No
2325-WINES,104.05,One year,Fiber optic,No
6064-ZATLR,52.85,Two year,DSL,No
3096-JRDSO,104.3,Month-to-month,Fiber optic,Yes
7824-PANSQ,80.65,Month-to-month,Fiber optic,No
8042-JVNFH,71.35,Month-to-month,Fiber optic,Yes
9648-BCHKM,24.65,Two year,No,No
2888-ADFAO,21.3,Two year,No,No
8707-HOEDG,110.2,Two year,Fiber optic,No
3374-LXDEV,89.4,Month-to-month,Fiber optic,Yes
4072-IPYLT,51.05,Month-to-month,DSL,No
7167-PCEYD,19.8,Two year,No,No
4936-YPJNK,19.9,Month-to-month,No,No
1580-BMCMR,87.3,Month-to-month,Fiber optic,No
4817-KEQSP,19.85,Two year,No,No
6408-WHTEF,89.4,Two year,DSL,No
9251-AWQGT,20,Two year,No,No
8749-CLJXC,20.05,Month-to-month,No,No
